"ubm_h_st_id";"st_ref";"st_title";"st_instruction";"st_tp_id";"stat_id";"ubm_id";"derived_from_id";"ubm_vers_id";"ubm_obj_vers_id";"obj_vers_id";"s_id";"s_db_id";"s_usr_id";"s_ts";"m_db_id";"m_usr_id";"m_ts";"t_db_id";"t_usr_id";"t_ts";"ubm_ref";"ubm_order_no"
2048;"ST-347";"Create a Communication/Response to “PS” from “Manager” form (using 01.02.04.11.07) ";"Create a Communication/Response to “PS” from “Manager” form (using 01.02.04.11.07) ";183;1;0;0;0;0;0;2048;3312;0;"2014-01-31 17:44:05.085";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";347
2049;"ST-348";"Insert the current version of the Communication/Response to “PS” from “Manager” form   ";"Insert the current version of the Communication/Response to “PS” from “Manager” form   ";183;1;0;0;0;0;0;2049;3312;0;"2014-01-31 17:44:45.708";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";348
2050;"ST-349";"Replace the header “PS” with the actual position";"Replace the header “PS” with the actual position";183;1;0;0;0;0;0;2050;3312;0;"2014-01-31 17:45:06.697";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";349
2051;"ST-350";"Replace the header “Manager” with the actual management position";"Replace the header “Manager” with the actual management position";183;1;0;0;0;0;0;2051;3312;0;"2014-01-31 17:45:23.515";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";350
2052;"ST-351";"Include a reference next to your totals";"Include a reference next to your totals";183;1;0;0;0;0;0;2052;3312;0;"2014-01-31 17:45:42.407";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";351
2053;"ST-352";"Insert your Command Center Checklist (using 01.02.04.02.02)";"Insert your Command Center Checklist (using 01.02.04.02.02)";183;1;0;0;0;0;0;2053;3312;0;"2014-01-31 17:46:17.622";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";352
2054;"ST-353";"Insert the current version of the Command Center Checklist form  ";"Insert the current version of the Command Center Checklist form  ";183;1;0;0;0;0;0;2054;3312;0;"2014-01-31 17:46:38.557";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";353
2055;"ST-354";"Include the month at the top of the form  ";"Include the month at the top of the form  ";183;1;0;0;0;0;0;2055;3312;0;"2014-01-31 17:46:54.92";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";354
2056;"ST-355";"Under each section have a place for Total Items Complete";"Under each section have a place for Total Items Complete";183;1;0;0;0;0;0;2056;3312;0;"2014-01-31 17:47:08.916";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";355
2057;"ST-356";"Include a reference next to your totals";"Include a reference next to your totals";183;1;0;0;0;0;0;2057;3312;0;"2014-01-31 17:47:26.603";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";356
2058;"ST-357";"Include a legend for your critical success factors at the bottom of the form";"Include a legend for your critical success factors at the bottom of the form";183;1;0;0;0;0;0;2058;3312;0;"2014-01-31 17:47:40.385";3312;0;"2014-02-17 19:49:44.779";0;0;"";"";357
1940;"ST-241";"Review expenses";"Review expenses";183;1;0;0;0;0;0;1940;3312;0;"2014-01-30 15:52:52.134";3312;0;"2014-02-17 19:49:44.774";0;0;"";"";241
1712;"ST-105";"Update/Implement company goals and plans for the new year.";"Update/Implement company goals and plans for the new year.";183;1;0;0;0;0;0;1712;3312;0;"2014-01-28 09:37:52.898";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";105
1672;"ST-71";"Train Successor on how to review and prepare the CEO Management Reporting packet.";"Train Successor on how to review and prepare the CEO Management Reporting packet.";183;1;0;0;0;0;0;1672;3312;0;"2014-01-28 09:00:50.337";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";71
1693;"ST-89";"Review each positions Top 10 List.";"Review each positions Top 10 List.";183;1;0;0;0;0;0;1693;3312;0;"2014-01-28 09:23:35.579";3312;0;"2014-02-13 18:07:23.265";0;0;"";"";89
1673;"ST-72";"Train Successor on how to review Top 10 List for all positions.";"Train Successor on how to review Top 10 List for all positions.";183;1;0;0;0;0;0;1673;3312;0;"2014-01-28 09:02:08.245";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";72
1694;"ST-90";"Update each positions Top 10 List as needed.";"Update each positions Top 10 List as needed.";183;1;0;0;0;0;0;1694;3312;0;"2014-01-28 09:23:58.641";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";90
1664;"ST-63";"Deliver all Tier 2 templates to the appropriate CEO / VP Level position for review.";"Deliver all Tier 2 templates to the appropriate CEO / VP Level position for review.";183;1;0;0;0;0;0;1664;3312;0;"2014-01-27 17:43:16.321";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";63
1646;"ST-48";"On the Open Points form, check off, initial, and date each item when complete.";"On the Open Points form, check off, initial, and date each item when complete.";183;1;0;0;0;0;0;1646;3312;0;"2014-01-27 16:48:21.973";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";48
1647;"ST-49";"On your Monthly/Annually checklist check off the task Clear Open Points on the day you cleared your open points.";"On your Monthly/Annually checklist check off the task Clear Open Points on the day you cleared your open points.";183;1;0;0;0;0;0;1647;3312;0;"2014-01-27 16:49:16.548";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";49
1650;"ST-50";"Time Sheets are to be completed at the end of each pay period and approved by each employee's supervisor.";"Time Sheets are to be completed at the end of each pay period and approved by each employee's supervisor. Supervisors are responsible for collecting and submitting their department's Time Sheets to the CFO by 12:00 p.m. on the Monday before the pay period. ";183;1;0;0;0;0;0;1650;3312;0;"2014-01-27 17:00:36.17";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";50
1700;"ST-51";"Gather and review stewardship financial data.";"Gather and review stewardship financial data.";183;1;0;0;0;0;0;1700;3312;0;"2014-01-28 09:31:05.895";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";51
1701;"ST-52";"Gather and review Company Goals and Plans.";"Gather and review Company Goals and Plans.";183;1;0;0;0;0;0;1701;3312;0;"2014-01-28 09:31:45.154";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";52
1654;"ST-54";"Obtain the destinations organization org chart.";"Obtain the destinations organization org chart.";183;1;0;0;0;0;0;1654;3312;0;"2014-01-27 17:09:25.712";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";54
1655;"ST-55";"Determine Tier 1 positions.";"Determine Tier 1 positions.";183;1;0;0;0;0;0;1655;3312;0;"2014-01-27 17:10:09.426";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";55
1657;"ST-56";"Identify all reporting models/Discussions / reporting unites that tier 1 is responsible for.";"Identify all reporting models/Discussions / reporting unites that tier 1 is responsible for.";183;1;0;0;0;0;0;1657;3312;0;"2014-01-27 17:11:43.379";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";56
1659;"ST-58";"Identify / Define all Tier 2 packets.";"Identify / Define all Tier 2 packets (using PTOC.3 Standard form) that Tier 1 are responsible for creating necessary to accomplish Tier 1 critical Success factors.";183;1;0;0;0;0;0;1659;3312;0;"2014-01-27 17:14:57.473";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";58
1686;"ST-83";"Turn CEO Management Reporting Packet into BMCL for FInal Review by the 25th of the month.";"Turn CEO Management Reporting Packet into BMCL for FInal Review by the 25th of the month.";183;1;0;0;0;0;0;1686;3312;0;"2014-01-28 09:17:44.426";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";83
1688;"ST-84";"Create a Task List of tasks that need to get done.";"Create a Task List of tasks that need to get done.";183;1;0;0;0;0;0;1688;3312;0;"2014-01-28 09:19:49.16";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";84
1665;"ST-64";"Make changes / clear review points as request by CEO / VP.";"Make changes / clear review points as request by CEO / VP.";183;1;0;0;0;0;0;1665;3312;0;"2014-01-27 17:44:05.81";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";64
1658;"ST-57";"For each reporting unit identify tier 1 critical success factors for this application.";"For each reporting unit identify tier 1 critical success factors for this application Define information needed to format needed for all critical success factors.";183;1;0;0;0;0;0;1658;3312;0;"2014-01-27 17:13:12.04";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";57
1660;"ST-59";"Identify / Define all Tier 2 packets (using PTOC.3 Standard form) necessary to accomplish Tier 1 critical success factors ";"Identify / Define all Tier 2 packets (using PTOC.3 Standard form) necessary to accomplish Tier 1 critical success factors that a position in Tier 1 Department are responsible other than Tier 1 positions. ";183;1;0;0;0;0;0;1660;3312;0;"2014-01-27 17:16:50.5";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";59
1661;"ST-60";"Identify / Define all Tier 2 packets (using PTOC.3 Standard form) necessary to accomplish Tier 1 critical success factors that p";"Identify / Define all Tier 2 packets (using PTOC.3 Standard form) necessary to accomplish Tier 1 critical success factors that positions outside of tier 1's department is responsible for creating.";183;1;0;0;0;0;0;1661;3312;0;"2014-01-27 17:19:11.779";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";60
1662;"ST-61";"Define Tier 1 management reporting packet (using PTOC.3 Standard form)";"Define Tier 1 management reporting packet (using PTOC.3 Standard form)";183;1;0;0;0;0;0;1662;3312;0;"2014-01-27 17:41:12.942";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";61
1663;"ST-62";"Deliver all Tier 1 management reporting packet to CEO / Immediate supervisor for review and approval.";"Deliver all Tier 1 management reporting packet to CEO / Immediate supervisor for review and approval.";183;1;0;0;0;0;0;1663;3312;0;"2014-01-27 17:42:19.792";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";62
1666;"ST-65";"Deliver Tier 1 management reporting packet to CEO / Immediate supervisor for review and approval.";"Deliver Tier 1 management reporting packet to CEO / Immediate supervisor for review and approval.";183;1;0;0;0;0;0;1666;3312;0;"2014-01-27 17:44:56.743";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";65
1667;"ST-66";"Once approval has been obtained from immediate Coe / Supervisor begin ongoing operations of application BM App ID # 1";"Once approval has been obtained from immediate Coe / Supervisor begin ongoing operations of application BM App ID # 1";183;1;0;0;0;0;0;1667;3312;0;"2014-01-27 17:52:03.305";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";66
1656;"ST-67";"Obtain a copy of managers/supervisors (tier 1) packet.";"Obtain a copy of managers/supervisors (tier 1) packet.";183;1;0;0;0;0;0;1656;3312;0;"2014-01-27 17:10:50.599";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";67
1668;"ST-68";"Update Policy & Procedure manual for each Positions, Job Description, Policy, Procedure, Product, impacted by this application";"Update Policy & Procedure manual for each Positions, Job Description, Policy, Procedure, Product, impacted by this application run the application.";183;1;0;0;0;0;0;1668;3312;0;"2014-01-27 02:00:00";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";68
1670;"ST-69";"Train Successor on how to process the inbox, Clear Open Points, and complete the Bi-weekly time sheet.";"Train Successor on how to process the inbox, Clear Open Points, and complete the Bi-weekly time sheet.";183;1;0;0;0;0;0;1670;3312;0;"2014-01-27 18:07:39.161";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";69
1671;"ST-70";"Train Successor on how to complete the CEO packet.";"Train Successor on how to complete the CEO packet.";183;1;0;0;0;0;0;1671;3312;0;"2014-01-27 18:08:44.465";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";70
1675;"ST-74";"Train Successor in approving updates and additions to the business model.";"Train Successor in approving updates and additions to the business model.";183;1;0;0;0;0;0;1675;3312;0;"2014-01-28 09:03:29.988";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";74
1676;"ST-75";"Train Successor in approving job requisitions, candidates, and resources in the employee hiring process.";"Train Successor in approving job requisitions, candidates, and resources in the employee hiring process.";183;1;0;0;0;0;0;1676;3312;0;"2014-01-28 09:04:18.339";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";75
1677;"ST-76";"Train Successor on how to perform an annual well stewardship review.";"Train Successor on how to perform an annual well stewardship review.";183;1;0;0;0;0;0;1677;3312;0;"2014-01-28 09:05:00.402";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";76
1680;"ST-77";"Receive the CEO Management Reporting packet within a week of the receiving deadline.";"Receive the CEO Management Reporting packet within a week of the receiving deadline.";183;1;0;0;0;0;0;1680;3312;0;"2014-01-28 09:09:50.017";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";77
1681;"ST-78";"Review for completeness, format, & packet functionality.";"Review for completeness, format, & packet functionality.";183;1;0;0;0;0;0;1681;3312;0;"2014-01-28 09:11:24.285";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";78
1682;"ST-79";"Make Open Points where needed.";"Make Open Points where needed.";183;1;0;0;0;0;0;1682;3312;0;"2014-01-28 09:11:52.973";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";79
1683;"ST-80";"Clear Open Points with VP.";"Clear Open Points with VP.";183;1;0;0;0;0;0;1683;3312;0;"2014-01-28 09:12:31.298";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";80
1684;"ST-81";"To complete review of packet verify reviewed by & date is filled out.";"To complete review of packet verify reviewed by & date is filled out.";183;1;0;0;0;0;0;1684;3312;0;"2014-01-28 09:13:30.061";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";81
1685;"ST-82";"Prepare Packet for BOD, Owners, and BMCL.";"Prepare Packet for BOD, Owners, and BMCL.";183;1;0;0;0;0;0;1685;3312;0;"2014-01-28 09:16:57.373";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";82
1689;"ST-85";"Schedule items on this Task List for completion. ";"Schedule items on this Task List for completion.";183;1;0;0;0;0;0;1689;3312;0;"2014-01-28 09:20:34.057";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";85
1691;"ST-87";"Review/update this Task List when applicable.";"Review/update this Task List when applicable.";183;1;0;0;0;0;0;1691;3312;0;"2014-01-28 09:21:35.323";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";87
1679;"ST-88";"Receive the CEO Management Reporting packet within a week of the receiving deadline.";"Receive the CEO Management Reporting packet within a week of the receiving deadline.";183;1;0;0;0;0;0;1679;3312;0;"2014-01-28 09:08:05.871";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";88
1696;"ST-91";"Review any updates, additions, and suggested changes given to you by the Business Model Manager.";"Review any updates, additions, and suggested changes given to you by the Business Model Manager.";183;1;0;0;0;0;0;1696;3312;0;"2014-01-28 09:26:10.954";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";91
1697;"ST-92";"Authorize approved updates, additions, and suggested changes for the business model.";"Authorize approved updates, additions, and suggested changes for the business model.";183;1;0;0;0;0;0;1697;3312;0;"2014-01-28 09:26:49.116";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";92
1699;"ST-93";"Gather and review previous ""Well Stewardship Review"" meeting minutes.";"Gather and review previous ""Well Stewardship Review"" meeting minutes.";183;1;0;0;0;0;0;1699;3312;0;"2014-01-28 09:30:26.474";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";93
1870;"ST-94";"Check Origination";"Check Origination";183;1;0;0;0;0;0;1870;3312;0;"2014-01-30 11:51:21.009";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";94
1702;"ST-95";"Review stewardship's ""CEO Management Reporting Packet.""";"Review stewardship's ""CEO Management Reporting Packet.""";183;1;0;0;0;0;0;1702;3312;0;"2014-01-28 09:32:45.275";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";95
1703;"ST-96";"Schedule a meeting with the stewardship.";"Schedule a meeting with the stewardship.";183;1;0;0;0;0;0;1703;3312;0;"2014-01-28 09:33:15.917";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";96
1704;"ST-97";"Meet with the stewardship.";"Meet with the stewardship.";183;1;0;0;0;0;0;1704;3312;0;"2014-01-28 09:33:39.666";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";97
1705;"ST-98";"Ask someone to take minutes at the annual well stewardship review meeting.";"Ask someone to take minutes at the annual well stewardship review meeting.";183;1;0;0;0;0;0;1705;3312;0;"2014-01-28 09:34:13.197";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";98
1706;"ST-99";"Go over previous ""Well Stewardship Review"" meeting minutes.";"Go over previous ""Well Stewardship Review"" meeting minutes.";183;1;0;0;0;0;0;1706;3312;0;"2014-01-28 09:34:54.925";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";99
1707;"ST-100";"Discuss Financial Data.";"Discuss Financial Data.";183;1;0;0;0;0;0;1707;3312;0;"2014-01-28 09:35:23.569";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";100
1708;"ST-101";"Discuss Company Goals and Plans.";"Discuss Company Goals and Plans.";183;1;0;0;0;0;0;1708;3312;0;"2014-01-28 09:35:54.805";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";101
1709;"ST-102";"Provide feedback to the stewardship in the meeting.";"Provide feedback to the stewardship in the meeting.";183;1;0;0;0;0;0;1709;3312;0;"2014-01-28 09:36:27.051";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";102
1710;"ST-103";"Plan future Investments.";"Plan future Investments.";183;1;0;0;0;0;0;1710;3312;0;"2014-01-28 09:36:50.16";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";103
1711;"ST-104";"Adjust/Liquidate bad investments.";"Adjust/Liquidate bad investments.";183;1;0;0;0;0;0;1711;3312;0;"2014-01-28 09:37:16.393";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";104
1714;"ST-106";"The CEO should maintain final authorization and approval of all job requisitions, candidates, and resources required.";"The CEO should maintain final authorization and approval of all job requisitions, candidates, and resources required.";183;1;0;0;0;0;0;1714;3312;0;"2014-01-28 09:41:10.997";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";106
1716;"ST-107";"Officers can act individually ";"Officers can act individually to enter into corporate transactions, subject to the authorization  levels given to them by the Board and Board oversight. If an officer exceeds his or her level of authority in a Company transaction, the officer may be held personally responsible for any obligations incurred as a result. Officers' responsibilities include: Supervising/directing the day-to-day operations of the Company; and ";183;1;0;0;0;0;0;1716;3312;0;"2014-01-28 09:44:57.414";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";107
1717;"ST-108";"Entering into contractual transactions and financial obligations on the Company's behalf.";"Entering into contractual transactions and financial obligations on the Company's behalf.";183;1;0;0;0;0;0;1717;3312;0;"2014-01-28 09:45:52.299";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";108
1753;"ST-109";"Gather all biweekly time sheets for employees from the payroll box every 2 weeks. ";"Gather all biweekly time sheets for employees from the payroll box every 2 weeks. ";183;1;0;0;0;0;0;1753;3312;0;"2014-01-28 15:26:53.958";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";109
1754;"ST-110";"Check with CEO for CEO'S time.";"Check with CEO for CEO'S time.";183;1;0;0;0;0;0;1754;3312;0;"2014-01-28 15:31:17.734";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";110
1755;"ST-111";"Check with CEO for board of directors time.";"Check with CEO for board of directors time.";183;1;0;0;0;0;0;1755;3312;0;"2014-01-28 15:31:43.969";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";111
1756;"ST-112";"Verify employee's time for reasonableness and accuracy.";"Verify employee's time for reasonableness and accuracy.";183;1;0;0;0;0;0;1756;3312;0;"2014-01-28 15:32:18.854";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";112
1757;"ST-113";"Verify each employee's time is within their budgeted time (refer to Employee Hours Schedule form).";"Verify each employee's time is within their budgeted time (refer to Employee Hours Schedule form).";183;1;0;0;0;0;0;1757;3312;0;"2014-01-28 15:33:29.893";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";113
1758;"ST-114";"Approve all over time with CEO.";"Approve all over time with CEO.";183;1;0;0;0;0;0;1758;3312;0;"2014-01-28 15:34:30.137";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";114
1759;"ST-115";"Fill out actual time and calculate the difference for each employee on the Employee Hours Schedule.";"Fill out actual time and calculate the difference for each employee on the Employee Hours Schedule.";183;1;0;0;0;0;0;1759;3312;0;"2014-01-28 15:35:20.712";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";115
1760;"ST-116";"Get CEOs signature on Employee Hours Schedule for the period to be turned in.";"Get CEOs signature on Employee Hours Schedule for the period to be turned in.";183;1;0;0;0;0;0;1760;3312;0;"2014-01-28 15:36:24.457";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";116
1761;"ST-117";"Call in approved payroll time to MBS.";"Call in approved payroll time to MBS.";183;1;0;0;0;0;0;1761;3312;0;"2014-01-28 15:37:08.945";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";117
1784;"ST-136";"Meeting minutes are properly kept and recorded; and";"Meeting minutes are properly kept and recorded; and";183;1;0;0;0;0;0;1784;3312;0;"2014-01-28 17:46:30.006";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";136
1762;"ST-118";"File Employee Budgeted Hours Schedule and Biweekly Time Sheets in the master file index.";"File Employee Budgeted Hours Schedule and Biweekly Time Sheets in the master file index.";183;1;0;0;0;0;0;1762;3312;0;"2014-01-28 15:39:24.717";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";118
1764;"ST-119";"On the Monthly/Annually Checklist check off the task process payroll on the day you processed payroll.";"On the Monthly/Annually Checklist check off the task process payroll on the day you processed payroll.";183;1;0;0;0;0;0;1764;3312;0;"2014-01-28 15:41:00.339";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";119
1766;"ST-120";"Obtain Payroll reports from Management Business Systems every month.";"Obtain Payroll reports from Management Business Systems every month.";183;1;0;0;0;0;0;1766;3312;0;"2014-01-28 16:10:56.754";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";120
1767;"ST-121";"Verify that the hours on Management Business Systems report matches the actual hours on the Employee Hours Schedule.";"Verify that the hours on Management Business Systems report matches the actual hours on the Employee Hours Schedule.";183;1;0;0;0;0;0;1767;3312;0;"2014-01-28 16:11:56.222";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";121
1768;"ST-122";"Resolve any discrepancies.";"Resolve any discrepancies.";183;1;0;0;0;0;0;1768;3312;0;"2014-01-28 16:19:25.654";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";122
1769;"ST-123";"If an employee notices an error in their paycheck, they should review the matter with the CFO.";"If an employee notices an error in their paycheck, they should review the matter with the CFO. Changes to an employee's wage withholding (W-4 form) filing should be submitted along with their Time Sheet for the period the change is to become effective.";183;1;0;0;0;0;0;1769;3312;0;"2014-01-28 16:30:13.336";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";123
1770;"ST-124";"Resolve any discrepancies.";"Resolve any discrepancies.";183;1;0;0;0;0;0;1770;3312;0;"2014-01-28 16:30:50.07";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";124
1771;"ST-125";"Attach Management Business Systems report to the management reporting packet.";"Attach Management Business Systems report to the management reporting packet.";183;1;0;0;0;0;0;1771;3312;0;"2014-01-28 16:31:29.759";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";125
1772;"ST-126";"Attach the Employee Hours Schedule to the management reporting packet.";"Attach the Employee Hours Schedule to the management reporting packet.";183;1;0;0;0;0;0;1772;3312;0;"2014-01-28 16:32:03.137";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";126
1763;"ST-127";"On the Monthly/Annually Checklist check off the task process payroll on the day you processed payroll.";"On the Monthly/Annually Checklist check off the task process payroll on the day you processed payroll.";183;1;0;0;0;0;0;1763;3312;0;"2014-01-28 15:40:29.169";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";127
1774;"ST-128";"The Company should maintain a separate payroll file for each employee in accordance with the Policy PERSONNEL RECORDS.";"The Company should maintain a separate payroll file for each employee in accordance with the Policy PERSONNEL RECORDS.";183;1;0;0;0;0;0;1774;3312;0;"2014-01-28 17:11:20.093";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";128
1775;"ST-129";"An employee's payroll record begins with an approved Job Requisition and offer letter indicating the agreed upon wages.";"An employee's payroll record begins with an approved Job Requisition and offer letter indicating the agreed upon wages. The file should also contain their completed state and federal W-4 forms. From time to time information should be added to this payroll record regarding an individual's employment status with the company. Payroll records are the property of the Company and should be treated the same as any other confidential company information.";183;1;0;0;0;0;0;1775;3312;0;"2014-01-28 17:16:02.147";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";129
1776;"ST-130";"The Payroll & benefits records should contain all completed documentation";"The Payroll & benefits records should contain all completed documentation in support of the wages paid and all deductions claimed. The Payroll & benefits File includes: Job requisition. Offer letter. W-4 form. Automatic bank deposit form. Disability insurance adjustment forms (DIA). Employee loan information. Offer and/or confirmation of employment letters. One-time payment forms. Time sheets. 401K and pension information. Life insurance forms. Wage attachments or garnishment notices (active).";183;1;0;0;0;0;0;1776;3312;0;"2014-01-28 17:20:04.384";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";130
1778;"ST-131";"Pay for vacation time should be at the employee's regular rate of pay. ";"Pay for vacation time should be at the employee's regular rate of pay. Paid vacation time should not be considered as time worked for computing overtime for hourly employees.";183;1;0;0;0;0;0;1778;3312;0;"2014-01-28 17:34:03.855";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";131
1779;"ST-132";"A paid company holiday that falls during the vacation period should be considered as a paid holiday and not vacation time.";"A paid company holiday that falls during the vacation period should be considered as a paid holiday and not vacation time. This day of vacation may be taken at another time as approved. Although, an employee must work the regularly scheduled workdays before and after the paid vacation period in order to be eligible to receive vacation pay.";183;1;0;0;0;0;0;1779;3312;0;"2014-01-28 17:36:55.355";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";132
1780;"ST-133";"Pay in lieu of unused vacation at any time should be provided only at the convenience of the company";"Pay in lieu of unused vacation at any time should be provided only at the convenience of the company when approved in advance by management and upon separation from employment under certain conditions.";183;1;0;0;0;0;0;1780;3312;0;"2014-01-28 17:38:39.403";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";133
1782;"ST-134";"Within one month of the Board of Directors' Meeting, the CFO shall preside over a review meeting to verify that: ";"Within one month of the Board of Directors' Meeting, the CFO shall preside over a review meeting to verify that: Meeting notices were sent as scheduled;";183;1;0;0;0;0;0;1782;3312;0;"2014-01-28 17:45:11.484";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";134
1783;"ST-135";"Meeting arrangements were adequate and aided in smooth execution of the meeting;";"Meeting arrangements were adequate and aided in smooth execution of the meeting;";183;1;0;0;0;0;0;1783;3312;0;"2014-01-28 17:45:55.808";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";135
1785;"ST-137";"The meeting and all related actions/decisions comply with Company bylaws.";"The meeting and all related actions/decisions comply with Company bylaws.";183;1;0;0;0;0;0;1785;3312;0;"2014-01-28 17:47:04.231";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";137
1936;"ST-138";"#275 – balance with management ledger.";"#275 – balance with management ledger.";183;1;0;0;0;0;0;1936;3312;0;"2014-01-30 15:51:26.885";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";138
1787;"ST-139";"The CFO shall, as a result of the review (section 3.0) and/or other lessons learned concerning Board of Directors' Meetings,";"The CFO shall, as a result of the review (section 3.0) and/or other lessons learned concerning Board of Directors' Meetings, make improvements to the associated shareholder meeting procedures, processes, and forms.";183;1;0;0;0;0;0;1787;3312;0;"2014-01-28 17:51:28.752";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";139
1788;"ST-140";"The Company's Articles of Incorporation indicate where and when regular shareholder meeting are to be conducted.";"The Company's Articles of Incorporation indicate where and when regular shareholder meeting are to be conducted. Regulations often require that stockholders' meeting be held at least annually and at the same time of year (e.g., the first week of February). Special meetings of stockholders may be called, subject to notification requirements in the Company articles or bylaws. ";183;1;0;0;0;0;0;1788;3312;0;"2014-01-28 02:00:00";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";140
